UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2485,H02485,H,300.7,310.8,1605,38.5,180,0,0,0,0,0,0
2486,L02486,L,298.3,309.9,1500,41.2,41,0,0,0,0,0,0
2487,M02487,M,299.9,310.8,1487,31.6,156,0,0,0,0,0,0
2488,H02488,H,298.9,309.8,1320,29.6,103,0,0,0,0,0,0
2489,L02489,L,300.7,310.5,1550,29.3,77,0,0,0,0,0,0
2490,M02490,M,303.8,314.9,1534,34.6,142,0,0,0,0,0,0
2491,H02491,H,299.3,308.4,1595,31.4,62,0,0,0,0,0,0
2492,L02492,L,301.1,312.0,1565,52.3,78,0,0,0,0,0,0
2493,L02493,L,300.0,309.8,1579,15.5,133,0,0,0,0,0,0
2494,H02494,H,300.0,308.6,1764,41.1,171,0,0,0,0,0,0
2495,H02495,H,299.7,310.3,1614,45.3,217,0,0,0,0,0,0
2496,M02496,M,298.3,309.7,1596,30.4,212,0,0,0,0,0,0
2497,M02497,M,300.7,310.3,1168,37.7,129,0,0,0,0,0,0
2498,L02498,L,299.4,311.0,1711,36.6,19,0,0,0,0,0,0
2499,H02499,H,298.2,306.5,1440,39.2,53,0,0,0,0,0,0
2500,L02500,L,302.0,310.8,1516,46.6,0,0,0,0,0,0,0
2501,L02501,L,300.2,310.1,1245,45.7,47,0,0,0,0,0,0
2502,M02502,M,299.5,309.2,1918,34.0,11,0,0,0,0,0,0
2503,H02503,H,302.7,312.0,1168,25.0,186,0,0,0,0,0,0
2504,H02504,H,296.3,306.5,1798,41.7,143,0,0,0,0,0,0
2505,L02505,L,302.5,312.0,1585,33.4,9,0,0,0,0,0,0
2506,L02506,L,298.2,307.9,1168,34.7,156,0,0,0,0,0,0
2507,H02507,H,300.4,310.7,1907,42.2,211,0,0,0,0,0,0
2508,H02508,H,298.8,308.2,1603,35.6,12,0,0,0,0,0,0
2509,M02509,M,298.2,308.0,1168,43.1,35,0,0,0,0,0,0
2510,M02510,M,302.6,312.0,1416,65.1,122,0,0,0,0,0,0
2511,L02511,L,303.7,312.5,1607,46.9,11,0,0,0,0,0,0
2512,L02512,L,299.6,310.3,1843,53.4,5,0,0,0,0,0,0
2513,L02513,L,300.7,312.4,1418,45.1,147,0,0,0,0,0,0
2514,L02514,L,300.1,311.2,1168,40.8,142,0,0,0,0,0,0
2515,L02515,L,303.5,313.8,1792,45.3,204,0,0,0,0,0,0
2516,H02516,H,295.8,305.1,1600,44.8,25,0,0,0,0,0,0
2517,L02517,L,300.8,310.5,1168,48.6,227,0,0,0,0,0,0
2518,L02518,L,298.5,309.6,1569,40.6,5,0,0,0,0,0,0
2519,M02519,M,295.3,303.0,1590,26.9,79,0,0,0,0,0,0
2520,L02520,L,299.3,308.9,1435,25.3,12,0,0,0,0,0,0
2521,L02521,L,303.7,314.4,1335,44.6,62,0,0,0,0,0,0
2522,M02522,M,298.7,307.5,1378,28.7,209,0,0,0,0,0,0
2523,L02523,L,301.6,312.0,1435,46.9,32,0,0,0,0,0,0
2524,M02524,M,302.4,312.8,1571,53.4,54,0,0,0,0,0,0
2525,H02525,H,300.0,308.5,1658,37.8,160,0,0,0,0,0,0
2526,L02526,L,300.2,310.3,1168,52.1,5,0,0,0,0,0,0
2527,H02527,H,296.6,305.9,1551,42.6,157,0,0,0,0,0,0
2528,H02528,H,298.6,309.0,1598,40.3,231,0,0,0,0,0,0
2529,H02529,H,301.8,312.5,1534,40.7,23,0,0,0,0,0,0
2530,M02530,M,300.1,310.5,1419,31.7,4,0,0,0,0,0,0
2531,M02531,M,300.7,310.8,1784,30.4,106,0,0,0,0,0,0
2532,M02532,M,300.3,310.6,1769,23.6,218,0,0,0,0,0,0
2533,M02533,M,304.4,313.2,1427,32.7,240,0,0,0,0,0,0
2534,L02534,L,299.1,309.1,1483,61.4,203,0,0,0,0,0,0
2535,H02535,H,303.2,312.4,1654,25.1,169,0,0,0,0,0,0
2536,M02536,M,300.3,311.3,1757,28.2,111,0,0,0,0,0,0
2537,M02537,M,303.4,314.1,1337,31.9,203,0,0,0,0,0,0
2538,L02538,L,297.6,308.2,1291,32.4,191,0,0,0,0,0,0
2539,L02539,L,300.4,312.1,1555,42.7,46,0,0,0,0,0,0
2540,M02540,M,299.2,308.9,1275,33.9,184,0,0,0,0,0,0
2541,M02541,M,300.3,309.7,1168,38.0,204,0,0,0,0,0,0
2542,L02542,L,302.4,312.1,1336,31.5,228,0,0,0,0,0,0
2543,L02543,L,300.8,309.2,1583,35.2,185,0,0,0,0,0,0
2544,L02544,L,302.4,310.9,1811,39.4,185,0,0,0,0,0,0
2545,M02545,M,298.7,309.3,1358,38.7,231,0,0,0,0,0,0
2546,L02546,L,298.4,307.0,1475,59.8,49,0,0,0,0,0,0
2547,H02547,H,300.0,309.0,1531,39.7,144,0,0,0,0,0,0
2548,L02548,L,299.9,309.8,1370,37.9,226,0,0,0,0,0,0
2549,L02549,L,299.6,309.2,1355,15.0,160,1,0,0,1,0,0
2550,L02550,L,298.1,309.0,1567,42.4,236,0,0,0,0,0,0
2551,M02551,M,302.4,312.5,1261,20.2,16,0,0,0,0,0,0
2552,L02552,L,299.3,308.5,1347,45.5,54,0,0,0,0,0,0
2553,M02553,M,302.9,313.8,1459,41.4,59,0,0,0,0,0,0
2554,H02554,H,300.0,310.8,1564,48.0,25,0,0,0,0,0,0
2555,L02555,L,301.3,309.9,1197,33.7,158,0,0,0,0,0,0
2556,M02556,M,301.1,311.4,1474,40.3,105,0,0,0,0,0,0
2557,L02557,L,298.4,307.6,1242,46.8,61,0,0,0,0,0,0
2558,L02558,L,300.7,310.0,1363,30.7,184,0,0,0,0,0,0
2559,L02559,L,303.9,315.7,1658,46.1,171,0,0,0,0,0,0
2560,L02560,L,300.5,310.6,1485,45.6,10,0,0,0,0,0,0
2561,M02561,M,301.8,311.6,1834,38.7,114,0,0,0,0,0,0
2562,M02562,M,301.4,311.5,1486,55.8,185,0,0,0,0,0,0
2563,M02563,M,300.6,311.5,1694,45.2,29,0,0,0,0,0,0
2564,M02564,M,300.4,309.7,1659,23.3,204,0,0,0,0,0,0
2565,M02565,M,301.1,310.6,1497,49.9,159,0,0,0,0,0,0
2566,L02566,L,301.5,312.2,1237,33.4,182,0,0,0,0,0,0
2567,L02567,L,297.3,305.8,1479,48.0,63,0,0,0,0,0,0
2568,L02568,L,300.5,311.5,1393,43.0,189,0,0,0,0,0,0
2569,M02569,M,299.6,308.0,1386,13.6,47,0,0,0,0,0,0
2570,H02570,H,299.2,309.0,1531,46.0,223,0,0,0,0,0,0
2571,L02571,L,302.6,311.0,1210,37.8,52,1,0,1,0,0,0
2572,M02572,M,298.5,307.5,1325,35.4,71,0,0,0,0,0,0
2573,M02573,M,297.2,308.5,1298,35.8,173,0,0,0,0,0,0
2574,H02574,H,301.6,312.6,1449,47.9,89,0,0,0,0,0,0
2575,M02575,M,297.2,308.3,1346,30.8,81,0,0,0,0,0,0
2576,M02576,M,296.1,304.7,1360,51.1,19,1,0,1,0,0,0
2577,M02577,M,301.8,310.8,1527,24.8,210,0,0,0,0,0,0
2578,H02578,H,300.3,310.7,1411,43.0,121,0,0,0,0,0,0
2579,L02579,L,300.9,311.7,1501,47.7,99,0,0,0,0,0,0
2580,H02580,H,299.1,308.3,1277,47.5,67,0,0,0,0,0,0
2581,L02581,L,297.2,306.7,1334,41.8,140,0,0,0,0,0,0
2582,H02582,H,297.6,306.5,1908,37.9,147,0,0,0,0,0,0
2583,L02583,L,299.5,311.1,1361,34.5,1,0,0,0,0,0,0
2584,L02584,L,297.5,307.0,1168,27.8,22,1,0,0,1,0,0
2585,L02585,L,300.6,310.6,1568,33.1,155,0,0,0,0,0,0
2586,L02586,L,299.1,309.2,1358,30.4,72,0,0,0,0,0,0
2587,L02587,L,300.4,311.5,1549,28.7,249,0,0,0,0,0,0
2588,L02588,L,300.3,309.4,1482,58.0,63,0,0,0,0,0,0
2589,L02589,L,300.8,311.9,1610,22.8,38,0,0,0,0,0,0
2590,L02590,L,301.0,309.7,1480,51.3,11,0,0,0,0,0,0
2591,M02591,M,299.3,310.5,1455,27.6,177,0,0,0,0,0,0
2592,H02592,H,300.4,308.7,1730,29.8,79,0,0,0,0,0,0
2593,M02593,M,300.5,310.4,1168,29.6,72,0,0,0,0,0,0
2594,L02594,L,295.1,306.8,1235,28.9,28,0,0,0,0,0,0
2595,L02595,L,301.3,312.0,1335,49.2,13,0,0,0,0,0,0
2596,H02596,H,300.3,310.7,1168,45.9,63,0,0,0,0,0,0
2597,L02597,L,301.1,310.1,1404,37.7,100,0,0,0,0,0,0
2598,L02598,L,297.4,306.7,1384,67.1,168,1,0,0,0,1,0
2599,H02599,H,299.4,310.7,1695,39.8,31,0,0,0,0,0,0
2600,H02600,H,297.8,308.3,1482,40.6,98,0,0,0,0,0,0
2601,L02601,L,301.5,312.4,1457,33.1,251,0,0,0,0,0,0
2602,M02602,M,297.2,307.3,1424,32.0,175,0,0,0,0,0,0
2603,L02603,L,298.1,307.9,1290,34.7,253,0,0,0,0,0,0
2604,M02604,M,301.1,311.8,1678,48.5,23,0,0,0,0,0,0
2605,L02605,L,298.7,309.0,1742,45.7,102,0,0,0,0,0,0
2606,L02606,L,298.1,308.0,1258,52.9,58,0,0,0,0,0,0
2607,M02607,M,301.8,310.4,1824,32.8,241,0,0,0,0,0,0
2608,L02608,L,301.9,312.8,1366,45.9,229,0,0,0,0,0,0
2609,M02609,M,301.4,311.9,1349,43.1,147,0,0,0,0,0,0
2610,L02610,L,301.7,311.1,1595,44.3,78,0,0,0,0,0,0
2611,H02611,H,299.5,310.7,1612,31.4,143,0,0,0,0,0,0
2612,H02612,H,299.6,309.8,1486,29.6,225,0,0,0,0,0,0
2613,L02613,L,298.7,309.0,1431,45.4,145,0,0,0,0,0,0
2614,M02614,M,300.3,311.2,1734,48.7,197,0,0,0,0,0,0
2615,L02615,L,298.9,309.6,1375,33.8,174,0,0,0,0,0,0
2616,L02616,L,299.1,309.4,1486,46.1,25,0,0,0,0,0,0
2617,L02617,L,301.2,311.0,1839,52.0,192,0,0,0,0,0,0
2618,H02618,H,302.4,314.4,1233,36.4,58,0,0,0,0,0,0
2619,H02619,H,300.8,310.1,1408,25.6,225,0,0,0,0,0,0
2620,H02620,H,303.6,314.3,1705,26.9,83,0,0,0,0,0,0
2621,H02621,H,298.6,308.5,1606,33.2,148,0,0,0,0,0,0
2622,H02622,H,296.3,306.8,1679,35.5,77,0,0,0,0,0,0
2623,L02623,L,301.4,312.7,1235,39.6,2,0,0,0,0,0,0
2624,H02624,H,298.5,308.1,1564,39.8,202,0,0,0,0,0,0
2625,M02625,M,299.5,310.1,1443,37.3,184,0,0,0,0,0,0
2626,L02626,L,296.5,306.7,1954,46.8,234,0,0,0,0,0,0
2627,M02627,M,298.2,307.6,1662,32.4,148,0,0,0,0,0,0
2628,L02628,L,297.0,308.3,1496,52.6,48,0,0,0,0,0,0
2629,L02629,L,299.1,309.8,1557,49.4,43,0,0,0,0,0,0
2630,L02630,L,299.2,308.8,1511,48.7,98,0,0,0,0,0,0
2631,L02631,L,300.2,311.3,1640,33.4,84,0,0,0,0,0,0
2632,L02632,L,302.5,311.6,1329,38.8,103,0,0,0,0,0,0
2633,H02633,H,301.4,311.3,1773,47.2,62,0,0,0,0,0,0
2634,M02634,M,296.8,306.3,1235,38.0,253,0,0,0,0,0,0
2635,M02635,M,301.2,312.0,1541,33.0,25,0,0,0,0,0,0
2636,L02636,L,300.2,309.7,1335,32.6,187,0,0,0,0,0,0
2637,L02637,L,299.8,310.6,1509,33.1,144,0,0,0,0,0,0
2638,L02638,L,300.0,310.5,1698,28.4,141,0,0,0,0,0,0
2639,H02639,H,300.4,310.0,1168,68.7,160,0,0,0,0,0,0
2640,L02640,L,298.6,310.4,1466,20.5,229,0,0,0,0,0,0
2641,M02641,M,299.6,308.9,1212,30.2,174,0,0,0,0,0,0
2642,M02642,M,302.4,311.0,1444,46.0,72,0,0,0,0,0,0
2643,M02643,M,298.6,309.4,1212,33.2,71,0,0,0,0,0,0
2644,H02644,H,297.9,305.8,1532,36.5,215,0,0,0,0,0,0
2645,L02645,L,299.9,311.4,1415,44.0,121,0,0,0,0,0,0
2646,H02646,H,297.7,307.8,1649,50.3,183,0,0,0,0,0,0
2647,M02647,M,296.6,305.1,1746,37.3,98,0,0,0,0,0,0
2648,M02648,M,299.3,308.4,1502,49.2,190,0,0,0,0,0,0
2649,M02649,M,302.9,311.3,1679,23.0,110,0,0,0,0,0,0
2650,H02650,H,299.9,310.3,1776,33.9,130,0,0,0,0,0,0
2651,H02651,H,300.4,309.0,1316,44.9,240,0,0,0,0,0,0
2652,L02652,L,295.7,306.2,1787,59.7,125,0,0,0,0,0,0
2653,H02653,H,300.9,310.6,1493,30.3,62,0,0,0,0,0,0
2654,M02654,M,300.2,309.7,1304,28.6,137,0,0,0,0,0,0
2655,L02655,L,298.7,309.2,1560,43.4,2,0,0,0,0,0,0
2656,H02656,H,300.4,311.0,1486,40.5,76,0,0,0,0,0,0
2657,L02657,L,300.3,311.5,1219,32.8,153,0,0,0,0,0,0
2658,M02658,M,297.9,307.2,1280,27.8,21,0,0,0,0,0,0
2659,L02659,L,300.7,310.6,1827,34.9,115,0,0,0,0,0,0
2660,L02660,L,302.4,311.8,1556,45.2,152,0,0,0,0,0,0
2661,H02661,H,299.5,309.7,1796,36.7,62,0,0,0,0,0,0
2662,L02662,L,298.3,307.5,1417,51.7,55,0,0,0,0,0,0
2663,L02663,L,299.6,309.2,1340,38.6,169,0,0,0,0,0,0
2664,L02664,L,301.7,311.3,1168,46.0,246,0,0,0,0,0,0
2665,L02665,L,297.5,307.8,1694,42.8,78,0,0,0,0,0,0
2666,H02666,H,301.2,311.2,1582,36.0,58,0,0,0,0,0,0
2667,H02667,H,298.6,309.2,1418,48.3,253,0,0,0,0,0,0
2668,L02668,L,300.5,310.4,1341,27.8,211,0,0,0,0,0,0
2669,M02669,M,298.9,308.3,1725,34.5,240,0,0,0,0,0,0
2670,L02670,L,298.9,309.1,1465,35.9,12,0,0,0,0,0,0
2671,M02671,M,303.0,312.1,1467,43.8,239,0,0,0,0,0,0
2672,L02672,L,297.2,307.8,1380,46.3,212,0,0,0,0,0,0
2673,L02673,L,301.0,310.7,1419,31.8,76,0,0,0,0,0,0
2674,L02674,L,303.5,313.7,1610,30.4,158,0,0,0,0,0,0
2675,M02675,M,301.4,311.6,1217,40.8,47,0,0,0,0,0,0
2676,M02676,M,297.3,308.9,1516,24.6,109,0,0,0,0,0,0
2677,L02677,L,297.4,307.8,1691,50.1,152,0,0,0,0,0,0
2678,H02678,H,298.5,308.6,1483,37.8,33,0,0,0,0,0,0
2679,M02679,M,300.3,309.6,1711,28.3,248,0,0,0,0,0,0
2680,L02680,L,300.5,311.3,1768,28.1,235,0,0,0,0,0,0
2681,H02681,H,297.5,307.2,1681,43.1,224,0,0,0,0,0,0
2682,H02682,H,298.3,306.7,1393,42.9,38,0,0,0,0,0,0
2683,L02683,L,298.4,308.2,1493,32.3,169,0,0,0,0,0,0
2684,M02684,M,299.6,309.8,1569,38.9,228,0,0,0,0,0,0
2685,L02685,L,304.0,313.2,1406,28.7,35,0,0,0,0,0,0
2686,M02686,M,298.1,308.0,1399,37.4,167,0,0,0,0,0,0
2687,L02687,L,298.0,308.0,1387,54.8,52,0,0,0,0,0,0
2688,M02688,M,297.7,307.7,2009,61.3,178,0,0,0,0,0,0
2689,L02689,L,301.3,312.5,1446,37.9,164,0,0,0,0,0,0
2690,M02690,M,299.9,308.6,1714,44.3,224,0,0,0,0,0,0
2691,H02691,H,298.2,310.2,1326,43.9,128,0,0,0,0,0,0
2692,L02692,L,299.3,309.2,1840,22.8,192,0,0,0,0,0,0
2693,H02693,H,298.4,309.0,1424,28.5,54,0,0,0,0,0,0
2694,H02694,H,300.6,310.7,1511,16.8,168,0,0,0,0,0,0
2695,H02695,H,305.4,313.6,1168,44.5,227,1,0,1,0,0,0
2696,L02696,L,301.1,310.0,1723,59.5,183,0,0,0,0,0,0
2697,H02697,H,299.8,309.3,1767,50.7,227,0,0,0,0,0,0
2698,L02698,L,298.7,309.7,1263,40.4,159,0,0,0,0,0,0
2699,L02699,L,297.3,305.9,1735,39.0,140,0,0,0,0,0,0
2700,H02700,H,301.5,310.6,1233,36.5,237,0,0,0,0,0,0
2701,M02701,M,301.4,311.5,1626,50.6,85,0,0,0,0,0,0
2702,M02702,M,299.1,309.5,1442,42.2,192,0,0,0,0,0,0
2703,L02703,L,302.4,312.9,1767,40.6,175,0,0,0,0,0,0
2704,H02704,H,300.0,309.1,1550,29.0,211,0,0,0,0,0,0
2705,M02705,M,301.5,310.0,1686,46.0,129,0,0,0,0,0,0
2706,L02706,L,300.6,311.1,1748,38.5,125,0,0,0,0,0,0
2707,H02707,H,299.6,311.1,1442,44.0,14,0,0,0,0,0,0
2708,L02708,L,298.1,307.7,1494,50.0,236,0,0,0,0,0,0
2709,L02709,L,299.7,308.6,1278,23.7,98,0,0,0,0,0,0
2710,M02710,M,301.7,311.3,1440,37.0,143,0,0,0,0,0,0
2711,H02711,H,299.0,309.4,1885,35.6,55,0,0,0,0,0,0
2712,L02712,L,300.9,310.6,1651,34.7,156,0,0,0,0,0,0
2713,L02713,L,297.8,309.2,1291,28.8,88,0,0,0,0,0,0
2714,L02714,L,301.6,312.5,1826,32.7,148,0,0,0,0,0,0
2715,H02715,H,300.6,310.8,1578,29.0,191,0,0,0,0,0,0
2716,L02716,L,297.6,305.6,1666,48.2,154,0,0,0,0,0,0
2717,M02717,M,299.6,308.9,1598,43.8,11,0,0,0,0,0,0
2718,H02718,H,301.9,311.3,1584,43.1,209,0,0,0,0,0,0
2719,L02719,L,297.5,306.7,1168,20.7,142,0,0,0,0,0,0
2720,M02720,M,297.9,308.0,1721,59.5,63,0,0,0,0,0,0
2721,M02721,M,299.9,310.1,1168,35.9,85,0,0,0,0,0,0
2722,H02722,H,304.3,312.6,1703,57.4,210,0,0,0,0,0,0
2723,L02723,L,298.7,309.5,1520,47.5,237,0,0,0,0,0,0
2724,L02724,L,301.0,311.0,1667,37.7,206,0,0,0,0,0,0
2725,L02725,L,300.5,310.9,1532,60.4,224,1,0,0,1,0,0
2726,M02726,M,298.8,309.6,1709,45.7,127,0,0,0,0,0,0
2727,M02727,M,300.3,309.6,1503,37.7,108,0,0,0,0,0,0
2728,L02728,L,299.1,310.4,1556,36.1,207,0,0,0,0,0,0
2729,L02729,L,299.3,309.1,1581,50.3,100,0,0,0,0,0,0
2730,H02730,H,296.7,308.2,1876,34.6,184,0,0,0,0,0,0
2731,L02731,L,300.0,309.1,1620,36.2,155,0,0,0,0,0,0
2732,L02732,L,301.8,313.2,1237,34.0,39,0,0,0,0,0,0
2733,M02733,M,300.1,309.2,1387,32.4,81,0,0,0,0,0,0
2734,L02734,L,302.2,314.7,1620,33.1,54,0,0,0,0,0,0
2735,L02735,L,301.2,310.2,1752,57.7,32,0,0,0,0,0,0
2736,L02736,L,299.9,310.9,1356,50.1,106,0,0,0,0,0,0
2737,L02737,L,298.7,308.4,1948,42.4,50,0,0,0,0,0,0
2738,M02738,M,299.0,309.7,1535,34.5,21,0,0,0,0,0,0
2739,M02739,M,297.1,307.0,1584,34.5,55,0,0,0,0,0,0
2740,M02740,M,299.5,308.4,1249,36.3,160,0,0,0,0,0,0
2741,L02741,L,300.3,307.5,1723,57.9,205,1,0,0,0,1,0
2742,H02742,H,303.4,315.9,1411,42.9,122,0,0,0,0,0,0
2743,L02743,L,301.1,311.1,1351,47.5,154,0,0,0,0,0,0
2744,M02744,M,298.3,305.3,1437,42.0,168,0,0,0,0,0,0
2745,L02745,L,297.1,307.4,1777,31.1,165,0,0,0,0,0,0
2746,M02746,M,299.6,310.3,1593,41.0,253,0,0,0,0,0,0
2747,L02747,L,301.6,310.9,1322,29.2,154,0,0,0,0,0,0
2748,L02748,L,299.6,308.9,1394,52.0,138,0,0,0,0,0,0
2749,L02749,L,301.1,311.1,1782,32.5,219,0,0,0,0,0,0
2750,L02750,L,299.6,310.8,1453,34.3,157,0,0,0,0,0,0
2751,L02751,L,301.4,311.5,1612,48.1,116,0,0,0,0,0,0
2752,M02752,M,296.8,308.3,1661,33.0,191,0,0,0,0,0,0
2753,H02753,H,303.2,314.3,1168,37.8,62,0,0,0,0,0,0
2754,L02754,L,297.8,307.5,1753,13.6,170,0,0,0,0,0,0
2755,H02755,H,301.6,310.0,1330,36.8,199,0,0,0,0,0,0
2756,M02756,M,299.5,309.2,1428,45.9,165,0,0,0,0,0,0
2757,H02757,H,299.8,310.3,1808,33.7,52,0,0,0,0,0,0
2758,M02758,M,299.5,309.6,1789,45.6,133,0,0,0,0,0,0
2759,M02759,M,300.5,311.1,1599,39.8,208,0,0,0,0,0,0
2760,M02760,M,300.9,311.8,1646,50.9,105,0,0,0,0,0,0
2761,M02761,M,302.1,312.6,1696,32.7,238,0,0,0,0,0,0
2762,H02762,H,302.8,312.5,1786,37.6,17,0,0,0,0,0,0
2763,L02763,L,300.7,311.2,1811,25.3,168,0,0,0,0,0,0
2764,L02764,L,303.4,315.7,1522,39.1,59,0,0,0,0,0,0
2765,L02765,L,300.2,308.7,1353,35.8,164,1,0,1,0,0,0
2766,H02766,H,302.2,312.6,1449,49.6,245,0,0,0,0,0,0
2767,L02767,L,300.9,312.7,1525,33.8,145,0,0,0,0,0,0
2768,M02768,M,298.9,307.7,1489,35.8,114,0,0,0,0,0,0
2769,H02769,H,300.4,311.4,1298,33.2,222,0,0,0,0,0,0
2770,H02770,H,301.0,312.1,1587,40.3,122,0,0,0,0,0,0
2771,L02771,L,299.9,308.5,1186,59.9,143,1,0,1,0,0,0
2772,M02772,M,300.8,311.5,1517,5.0,81,0,0,0,0,0,0
2773,H02773,H,301.7,311.5,1530,39.5,144,0,0,0,0,0,0
2774,L02774,L,300.0,309.9,1523,51.7,181,0,0,0,0,0,0
2775,M02775,M,294.1,303.8,1670,34.9,132,0,0,0,0,0,0
2776,L02776,L,303.4,314.7,1644,45.3,53,0,0,0,0,0,0
2777,M02777,M,299.4,309.3,1945,51.8,8,0,0,0,0,0,0
2778,M02778,M,298.4,307.9,1396,37.2,58,0,0,0,0,0,0
2779,L02779,L,297.8,307.3,1556,33.5,215,0,0,0,0,0,0
2780,L02780,L,299.3,309.0,1543,49.4,243,0,0,0,0,0,0
2781,L02781,L,298.9,307.8,1534,45.0,142,0,0,0,0,0,0
2782,L02782,L,298.5,308.1,1247,39.4,210,0,0,0,0,0,0
2783,M02783,M,298.6,308.8,1263,46.1,15,0,0,0,0,0,0
2784,L02784,L,301.1,311.5,1501,49.6,216,0,0,0,0,0,0
2785,L02785,L,304.1,315.3,1185,39.5,73,0,0,0,0,0,0
2786,M02786,M,301.6,311.9,1433,43.1,47,0,0,0,0,0,0
2787,M02787,M,302.2,311.8,1370,45.2,73,0,0,0,0,0,0
2788,M02788,M,299.2,308.2,1440,35.4,129,0,0,0,0,0,0
2789,H02789,H,300.2,310.5,1726,51.9,154,0,0,0,0,0,0
2790,L02790,L,300.9,310.7,1284,29.7,2,0,0,0,0,0,0
2791,H02791,H,298.7,308.6,1674,38.7,92,0,0,0,0,0,0
2792,L02792,L,299.1,309.4,1386,47.7,178,0,0,0,0,0,0
2793,M02793,M,301.7,312.2,1411,29.4,193,0,0,0,0,0,0
2794,H02794,H,302.2,312.5,1593,48.7,64,0,0,0,0,0,0
2795,H02795,H,300.1,310.0,1445,41.9,67,0,0,0,0,0,0
2796,M02796,M,297.6,306.8,1322,53.3,175,0,0,0,0,0,0
2797,M02797,M,299.4,308.8,1426,46.1,157,0,0,0,0,0,0
2798,L02798,L,297.1,308.0,1168,38.4,126,0,0,0,0,0,0
2799,M02799,M,300.2,309.7,1576,42.3,141,0,0,0,0,0,0
2800,M02800,M,300.5,309.2,1168,42.7,129,0,0,0,0,0,0
2801,H02801,H,299.5,310.6,1678,60.2,108,0,0,0,0,0,0
2802,L02802,L,300.5,309.5,1623,40.8,199,0,0,0,0,0,0
2803,L02803,L,300.8,310.9,1820,38.6,225,0,0,0,0,0,0
2804,M02804,M,300.5,311.0,1936,38.0,165,0,0,0,0,0,0
2805,L02805,L,297.6,307.6,1687,41.9,68,0,0,0,0,0,0
2806,L02806,L,299.5,307.0,1375,28.7,247,1,0,1,0,0,0
2807,L02807,L,300.8,311.2,1935,36.2,22,0,0,0,0,0,0
2808,M02808,M,303.2,314.5,1261,29.9,244,0,0,0,0,0,0
2809,L02809,L,299.5,310.2,1168,31.2,141,0,0,0,0,0,0
2810,L02810,L,301.1,309.0,1870,48.0,180,0,0,0,0,0,0
2811,L02811,L,301.8,313.9,1620,40.3,107,0,0,0,0,0,0
2812,H02812,H,299.6,308.3,1168,32.6,95,0,0,0,0,0,0
2813,M02813,M,302.3,311.2,1229,38.5,59,0,0,0,0,0,0
2814,L02814,L,302.4,313.2,1610,37.5,28,0,0,0,0,0,0
2815,L02815,L,302.8,313.2,1326,40.5,79,0,0,0,0,0,0
2816,M02816,M,300.9,311.0,1355,24.9,67,0,0,0,0,0,0
2817,L02817,L,304.7,314.2,1893,29.1,135,0,0,0,0,0,0
2818,M02818,M,298.8,310.1,1930,25.6,220,0,0,0,0,0,0
2819,L02819,L,304.2,314.2,1529,31.0,21,0,0,0,0,0,0
2820,H02820,H,301.5,310.0,1470,32.8,194,0,0,0,0,0,0
2821,L02821,L,302.7,313.9,1680,29.7,68,0,0,0,0,0,0
2822,M02822,M,299.4,309.6,1388,47.6,165,0,0,0,0,0,0
2823,L02823,L,301.7,312.8,1168,58.4,159,0,0,0,0,0,0
2824,H02824,H,302.9,313.4,1168,48.3,192,0,0,0,0,0,0
2825,H02825,H,297.8,310.2,1485,34.3,9,0,0,0,0,0,0
2826,M02826,M,299.7,309.4,1676,42.1,3,0,0,0,0,0,0
2827,L02827,L,295.7,305.7,1503,39.3,43,0,0,0,0,0,0
2828,L02828,L,299.6,310.4,1662,33.9,248,0,0,0,0,0,0
2829,H02829,H,298.4,308.1,1682,53.2,91,0,0,0,0,0,0
2830,M02830,M,299.6,310.4,1777,60.1,161,0,0,0,0,0,0
2831,L02831,L,305.8,312.9,1537,25.3,78,0,0,0,0,0,0
2832,L02832,L,303.4,313.4,1555,54.4,123,0,0,0,0,0,0
2833,L02833,L,297.1,307.0,1493,34.1,111,0,0,0,0,0,0
2834,H02834,H,301.1,311.0,1448,37.4,53,0,0,0,0,0,0
2835,M02835,M,301.6,310.7,1186,42.8,94,0,0,0,0,0,0
2836,M02836,M,299.3,310.2,1734,55.5,51,0,0,0,0,0,0
2837,M02837,M,300.4,309.9,1423,42.8,74,0,0,0,0,0,0
2838,L02838,L,300.6,310.8,1412,44.1,106,0,0,0,0,0,0
2839,L02839,L,297.3,307.3,1392,48.5,201,0,0,0,0,0,0
2840,L02840,L,297.9,308.4,1232,50.1,50,0,0,0,0,0,0
2841,M02841,M,300.3,311.8,1483,45.1,53,0,0,0,0,0,0
2842,L02842,L,300.2,310.4,1603,50.2,63,0,0,0,0,0,0
2843,L02843,L,298.6,309.4,1359,34.0,200,0,0,0,0,0,0
2844,L02844,L,298.4,308.6,1708,22.7,63,0,0,0,0,0,0
2845,L02845,L,299.8,309.3,1426,58.2,207,1,0,0,0,1,0
2846,M02846,M,301.8,311.6,1193,29.6,85,0,0,0,0,0,0
2847,L02847,L,299.8,309.6,1775,34.7,77,0,0,0,0,0,0
2848,L02848,L,303.2,313.8,1540,36.7,96,0,0,0,0,0,0
2849,M02849,M,298.6,308.7,1673,35.0,116,0,0,0,0,0,0
2850,L02850,L,300.4,309.6,1677,32.7,106,0,0,0,0,0,0
